text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
qd$y',"Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 1",No data,,,,,,,,,,,,,קדשי',None,No data,
"qly'""","Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 2",No data,,,,,,,,,,,,,קלי',None,No data,
)yk),"Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 3",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
"""mcwh""","Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 4",No data,,,,,,,,,,,,,מצוה,None,No data,
lhpwky,"Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 5",p02,verb D,,,,l_,hpk,,,"to turn around, turn back",to examine carefully,"to exchange words, respond",to lead a flock (like,להפוכי,hpk,preposition with pronominal suffix | verb pael,"to turn around, turn back | to examine carefully | to exchange words, respond | to lead a flock (like"
bcynwr);,"Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 6",p02,N,,,,b_,"ṣnwrh, ṣnwrtˀ",,,"in, with",hook,,,בצינורא;,cynwr),preposition with pronominal suffix | noun,"in, with | hook"
qm'l,"Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 7",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
dl);,"Masekhet: 71035, Page: 010, Side: 1, Line: 09, Word: 8",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא;,l),conjunction | adverb,"who,which (relative) | no, not"
hny,"Masekhet: 71035, Page: 010, Side: 1, Line: 11, Word: 0",P01,,,,,hny,,,,"these, those",,,,הני,hny,preposition independent,"these, those"
myly,"Masekhet: 71035, Page: 010, Side: 1, Line: 11, Word: 1",noun pl. emphatic,,,,,"mlh, mltˀ",,,,"word, speech; thing",,,,מילי,mylt),noun pl. emphatic,"word, speech; thing"
d)ytyd(,"Masekhet: 71035, Page: 010, Side: 1, Line: 11, Word: 2",c,verb Gt,,,,dy,ydˁ,,,to be known,,,,דאיתידע,yd(,conjunction | verb ethpeel,to be known
lyh,"Masekhet: 71035, Page: 010, Side: 1, Line: 11, Word: 3",p02,,,,,l_,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
qmy,"Masekhet: 71035, Page: 010, Side: 1, Line: 11, Word: 4",p01,,,,,"qwmy, qmy",,,,before,,,,קמי,qmy,preposition independent,before
"""kprh"";","Masekhet: 71035, Page: 010, Side: 1, Line: 11, Word: 5",No data,,,,,,,,,,,,,כפרה;,None,No data,
m)y,"Masekhet: 71035, Page: 011, Side: 1, Line: 03, Word: 0",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
$n),"Masekhet: 71035, Page: 011, Side: 1, Line: 03, Word: 1",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
ry$),"Masekhet: 71035, Page: 011, Side: 1, Line: 03, Word: 2",noun sg. emphatic,,,,,"ryš, ryšˀ",,,,head; top; chief,,,,רישא,ry$),noun sg. emphatic,head; top; chief
dl),"Masekhet: 71035, Page: 011, Side: 1, Line: 03, Word: 3",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
qmyplyg;,"Masekhet: 71035, Page: 011, Side: 1, Line: 03, Word: 4",verb Gt,,,,,plg,,,,"to be divided, split",to be allotted,to be in doubt,,קמיפליג;,plg,verb ethpeel,"to be divided, split | to be allotted | to be in doubt"
wm)y,"Masekhet: 71035, Page: 011, Side: 1, Line: 04, Word: 0",c,P01,,,,w_,mˀy,,,"and, also",what,,,ומאי,m)y,conjunction | preposition independent,"and, also | what"
$n),"Masekhet: 71035, Page: 011, Side: 1, Line: 04, Word: 1",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
syp),"Masekhet: 71035, Page: 011, Side: 1, Line: 04, Word: 2",noun sg. emphatic,,,,,"syp, sypˀ",,,,end,,,,סיפא,syp),noun sg. emphatic,end
dqmyplg;,"Masekhet: 71035, Page: 011, Side: 1, Line: 04, Word: 3",c,verb Gt,,,,dy,plg,,,"to be divided, split",to be allotted,to be in doubt,,דקמיפלג;,plg,conjunction | verb ethpeel,"to be divided, split | to be allotted | to be in doubt"
ry$),"Masekhet: 71035, Page: 011, Side: 1, Line: 04, Word: 4",noun sg. emphatic,,,,,"ryš, ryšˀ",,,,head; top; chief,,,,רישא,ry$),noun sg. emphatic,head; top; chief
psyq),"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 0",verb G,,,,,psq,,,,to stop,to cut off,"to fix, determine, decree",to recite a verse or portion,פסיקא,psq,verb peal,"to stop | to cut off | to fix, determine, decree | to recite a verse or portion"
lyh;,"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 1",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
syp',"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 2",noun sg. emphatic,,,,,"syp, sypˀ",,,,end,,,,סיפ',syp),noun sg. emphatic,end
l),"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 3",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
psyq',"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 4",verb G,,,,,psq,,,,to stop,to cut off,"to fix, determine, decree",to recite a verse or portion,פסיק',psq,verb peal,"to stop | to cut off | to fix, determine, decree | to recite a verse or portion"
lyh;,"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 5",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
h),"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 6",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
tn),"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 7",noun sg. emphatic,,,,,"tny, tnyˀ, tnˀ",,,,tanna,,,,תנא,tn),noun sg. emphatic,tanna
lyh,"Masekhet: 71035, Page: 011, Side: 1, Line: 05, Word: 8",p02,,,,,l_,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
gby,"Masekhet: 71035, Page: 011, Side: 1, Line: 06, Word: 0",p,,,,,"gb, gby",,,,"at the side of, together with",,,,גבי,gby,preposition,"at the side of, together with"
"""tmwrh"";","Masekhet: 71035, Page: 011, Side: 1, Line: 06, Word: 1",No data,,,,,,,,,,,,,תמורה;,None,No data,
try,"Masekhet: 71035, Page: 011, Side: 2, Line: 15, Word: 0",n02,,,,,tryn,,,,two,,,,תרי,try,numeral singular determined,two
my(wTy,"Masekhet: 71035, Page: 011, Side: 2, Line: 15, Word: 1",noun pl. emphatic,,,,,"myˁwṭ, myˁwṭˀ",,,,reduction,,,,מיעוטי,my(wT),noun pl. emphatic,reduction
{{b}}^k^tyby;,"Masekhet: 71035, Page: 011, Side: 2, Line: 15, Word: 2",verb G,,,,,ktb,,,,to write,to draw,,,בכתיבי;,ktb,verb peal,to write | to draw
hny,"Masekhet: 71035, Page: 011, Side: 2, Line: 17, Word: 0",P01,,,,,hny,,,,"these, those",,,,הני,hny,preposition independent,"these, those"
)yN;,"Masekhet: 71035, Page: 011, Side: 2, Line: 17, Word: 1",I,,,,,ˀyn,,,,yes,,,,אין;,)yn,interjection,yes
mydy,"Masekhet: 71035, Page: 011, Side: 2, Line: 17, Word: 2",R,,,,,"mdˁm, mdm, mydy",,,,something,,,,מידי,mydy,R,something
)xryn',"Masekhet: 71035, Page: 011, Side: 2, Line: 17, Word: 3",R,,,,,ˀwḥrn,,,,other,,,,אחרינ',)xryn),R,other
l);,"Masekhet: 71035, Page: 011, Side: 2, Line: 17, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא;,l),adverb,"no, not"
d)y,"Masekhet: 71035, Page: 011, Side: 2, Line: 30, Word: 0",c,c,,,,dy,ˀy,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
qlT;,"Masekhet: 71035, Page: 011, Side: 2, Line: 30, Word: 1",verb G,,,,,qlṭ,,,,to absorb,"to clutch, snatch",to offer refuge,,קלט;,qlT,verb peal,"to absorb | to clutch, snatch | to offer refuge"
d)y,"Masekhet: 71035, Page: 011, Side: 2, Line: 32, Word: 0",c,c,,,,dy,ˀy,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
qlT;,"Masekhet: 71035, Page: 011, Side: 2, Line: 32, Word: 1",verb G,,,,,qlṭ,,,,to absorb,"to clutch, snatch",to offer refuge,,קלט;,qlT,verb peal,"to absorb | to clutch, snatch | to offer refuge"
wh),"Masekhet: 71035, Page: 011, Side: 2, Line: 32, Word: 2",c,I,,,,w_,hˀ,,,"and, also",here! look!,,,והא,h),conjunction | interjection,"and, also | here! look!"
qr),"Masekhet: 71035, Page: 011, Side: 2, Line: 32, Word: 3",noun sg. emphatic,,,,,"qry, qryˀ",,,,crying; reading,,,,קרא,qr),noun sg. emphatic,crying; reading
qnsyb,"Masekhet: 71035, Page: 011, Side: 2, Line: 32, Word: 4",verb G,,,,,nsb,,,,"to take, pick up, carry",to marry,"to undertake, take up a task, experience",other idioms:,קנסיב,nsb,verb peal,"to take, pick up, carry | to marry | to undertake, take up a task, experience | other idioms:"
lh;,"Masekhet: 71035, Page: 011, Side: 2, Line: 32, Word: 5",p02,,,,,l_,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
)smkt);,"Masekhet: 71035, Page: 011, Side: 2, Line: 33, Word: 0",noun sg. emphatic,,,,,"ˀsmkh, ˀsmktˀ",,,,"assistance, proof",,,,אסמכתא;,)smkt),noun sg. emphatic,"assistance, proof"
ytyb,"Masekhet: 71035, Page: 012, Side: 1, Line: 17, Word: 0",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,יתיב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
rb),"Masekhet: 71035, Page: 012, Side: 1, Line: 17, Word: 1",No data,,,,,,,,,,,,,רבא,None,No data,
wq)',"Masekhet: 71035, Page: 012, Side: 1, Line: 18, Word: 0",c,verb G,,,,w_,ˀmr,,,to say,to command,to think,idiomatic and special usages:,וקא',)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
l$m(t);,"Masekhet: 71035, Page: 012, Side: 1, Line: 18, Word: 1",p03,noun sg. emphatic,,,,l_,"šmˁh, šmˁtˀ",,,"to, for",hearing; tradition,,,לשמעתא;,$m(t),preposition proclitic | noun sg. emphatic,"to, for | hearing; tradition"
)'l,"Masekhet: 71035, Page: 012, Side: 1, Line: 18, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א'ל,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
rb,"Masekhet: 71035, Page: 012, Side: 1, Line: 18, Word: 3",No data,,,,,,,,,,,,,רב,None,No data,
xsd';,"Masekhet: 71035, Page: 012, Side: 1, Line: 18, Word: 4",No data,,,,,,,,,,,,,חסד';,None,No data,
m)N,"Masekhet: 71035, Page: 012, Side: 1, Line: 18, Word: 5",P01,,,,,mn,,,,who?,,,,מאן,m)n,preposition independent,who?
$m(,"Masekhet: 71035, Page: 012, Side: 1, Line: 18, Word: 6",verb G,,,,,šmˁ,,,,to hear (w. d.o. or,) something,to listen,,שמע,$m(,verb peal,to hear (w. d.o. or | ) something | to listen
lK,"Masekhet: 71035, Page: 012, Side: 1, Line: 19, Word: 0",p02,,,,,l_,,,,"to, for",,,,לך,l_,preposition with pronominal suffix,"to, for"
wlr',"Masekhet: 71035, Page: 012, Side: 1, Line: 19, Word: 1",No data,,,,,,,,,,,,,ולר',None,No data,
ywxn',"Masekhet: 71035, Page: 012, Side: 1, Line: 19, Word: 2",No data,,,,,,,,,,,,,יוחנ',None,No data,
rbK;,"Masekhet: 71035, Page: 012, Side: 1, Line: 19, Word: 3",noun sg. emphatic,,,,,"rb, rbˀ",,,,chief; teacher,,,,רבך;,rb),noun sg. emphatic,chief; teacher
)'l;,"Masekhet: 71035, Page: 012, Side: 1, Line: 20, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א'ל;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
wtyq$y,"Masekhet: 71035, Page: 012, Side: 1, Line: 20, Word: 1",c,verb Gt,,,,w_,qšy,,,to have difficulties,to be stubborn,,,ותיקשי,q$y,conjunction | verb ethpeel,to have difficulties | to be stubborn
lK,"Masekhet: 71035, Page: 012, Side: 1, Line: 20, Word: 2",p02,,,,,l_,,,,"to, for",,,,לך,l_,preposition with pronominal suffix,"to, for"
mtnyt';,"Masekhet: 71035, Page: 012, Side: 1, Line: 20, Word: 3",noun sg. emphatic,,,,,"mtny, mtnytˀ",,,,tannaitic tradition,,,,מתנית';,mtnyt),noun sg. emphatic,tannaitic tradition
)l),"Masekhet: 71035, Page: 012, Side: 1, Line: 23, Word: 0",c,,,,,ˀlˀ,,,,but rather,,,,אלא,)l),conjunction,but rather
mwdyn),"Masekhet: 71035, Page: 012, Side: 1, Line: 23, Word: 1",verb C,,,,,ydy,,,,to praise,to confess,"to consent, acknowledge",,מודינא,ydy,verb (h)aphel,"to praise | to confess | to consent, acknowledge"
lK,"Masekhet: 71035, Page: 012, Side: 1, Line: 23, Word: 2",p02,,,,,l_,,,,"to, for",,,,לך,l_,preposition with pronominal suffix,"to, for"
d)yk),"Masekhet: 71035, Page: 012, Side: 1, Line: 23, Word: 3",c,a,,,,dy,ˀykˀ,,,"who,which (relative)",there is here,,,דאיכא,)yk),conjunction | adverb,"who,which (relative) | there is here"
"""m(yl'""","Masekhet: 71035, Page: 012, Side: 1, Line: 23, Word: 4",No data,,,,,,,,,,,,,מעיל',None,No data,
mdrbn';,"Masekhet: 71035, Page: 012, Side: 1, Line: 23, Word: 5",p,,,,,dy,,,,"of, genitive particle",,,,מדרבנ';,md_,preposition,"of, genitive particle"
wq$y),"Masekhet: 71035, Page: 012, Side: 1, Line: 24, Word: 0",c,A01,,,,w_,qšy,,,"and, also",hard,,,וקשיא,q$y,conjunction | adjective singular absolute or construct,"and, also | hard"
ly;,"Masekhet: 71035, Page: 012, Side: 1, Line: 24, Word: 1",p02,,,,,l_,,,,"to, for",,,,לי;,l_,preposition with pronominal suffix,"to, for"
my,"Masekhet: 71035, Page: 012, Side: 1, Line: 24, Word: 2",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
)yk),"Masekhet: 71035, Page: 012, Side: 1, Line: 24, Word: 3",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
dmy(yqr),"Masekhet: 71035, Page: 012, Side: 1, Line: 24, Word: 4",c,a,,,,dy,mˁyqrˀ,,,"who,which (relative)","originally, at first",,,דמיעיקרא,m(yqr),conjunction | adverb,"who,which (relative) | originally, at first"
l) )yt,"Masekhet: 71035, Page: 012, Side: 1, Line: 24, Word: 5",V,,,,,"lyt, l)yty",,,,there is/are not,,,,לא אית,lyt,V,there is/are not
byh,"Masekhet: 71035, Page: 012, Side: 1, Line: 25, Word: 0",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
"""m(yl'"";","Masekhet: 71035, Page: 012, Side: 1, Line: 25, Word: 1",No data,,,,,,,,,,,,,מעיל';,None,No data,
wlbswP,"Masekhet: 71035, Page: 012, Side: 1, Line: 25, Word: 2",c,N,,,,w_,"swp, swpˀ",,,"and, also",end,,,ולבסוף,lbswp,conjunction | noun,"and, also | end"
)yt,"Masekhet: 71035, Page: 012, Side: 1, Line: 25, Word: 3",V,,,,,ˀyt,,,,"there is, exists",,,,אית,)yt,V,"there is, exists"
byh,"Masekhet: 71035, Page: 012, Side: 1, Line: 25, Word: 4",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
"""m(yl'"";","Masekhet: 71035, Page: 012, Side: 1, Line: 25, Word: 5",No data,,,,,,,,,,,,,מעיל';,None,No data,
wl);,"Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 0",c,a,,,,w_,lˀ,,,"and, also","no, not",,,ולא;,l),conjunction | adverb,"and, also | no, not"
wh),"Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 1",c,I,,,,w_,hˀ,,,"and, also",here! look!,,,והא,h),conjunction | interjection,"and, also | here! look!"
)yk),"Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 2",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
"""dM"";","Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 3",No data,,,,,,,,,,,,,דם;,None,No data,
dm(yqr),"Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 4",c,a,,,,dy,mˁyqrˀ,,,"who,which (relative)","originally, at first",,,דמעיקרא,m(yqr),conjunction | adverb,"who,which (relative) | originally, at first"
lyt,"Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 5",V,,,,,"lyt, l)yty",,,,there is/are not,,,,לית,lyt,V,there is/are not
byh,"Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 6",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
"""m(yl'"";","Masekhet: 71035, Page: 012, Side: 1, Line: 26, Word: 7",No data,,,,,,,,,,,,,מעיל';,None,No data,
wlbswP,"Masekhet: 71035, Page: 012, Side: 1, Line: 27, Word: 0",c,N,,,,w_,"swp, swpˀ",,,"and, also",end,,,ולבסוף,lbswp,conjunction | noun,"and, also | end"
)yt,"Masekhet: 71035, Page: 012, Side: 1, Line: 27, Word: 1",V,,,,,ˀyt,,,,"there is, exists",,,,אית,)yt,V,"there is, exists"
byh,"Masekhet: 71035, Page: 012, Side: 1, Line: 27, Word: 2",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
"""m(yl'"";","Masekhet: 71035, Page: 012, Side: 1, Line: 27, Word: 3",No data,,,,,,,,,,,,,מעיל';,None,No data,
ky,"Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 0",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
q)mrynN,"Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,קאמרינן,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lgby,"Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 2",p01,,,,,"lgby, lgb",,,,"towards, next to",,,,לגבי,lgby,preposition independent,"towards, next to"
"""dM""","Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 3",No data,,,,,,,,,,,,,דם,None,No data,
dl),"Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 4",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
mtqyym),"Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 5",verb Dt,,,,,qwm,,,,to be established,"to be validated, take place in fact","to be preserved, to last",to be present,מתקיימא,qwm,verb ethpaal,"to be established | to be validated, take place in fact | to be preserved, to last | to be present"
bl),"Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 6",p01,,,,,blˀ,,,,without,,,,בלא,bl),preposition independent,without
"""dM;","Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 7",No data,,,,,,,,,,,,,דם;,None,No data,
")bl""","Masekhet: 71035, Page: 012, Side: 2, Line: 06, Word: 8",No data,,,,,,,,,,,,,אבל,None,No data,
"""xlb""","Masekhet: 71035, Page: 012, Side: 2, Line: 07, Word: 0",No data,,,,,,,,,,,,,חלב,None,No data,
dq),"Masekhet: 71035, Page: 012, Side: 2, Line: 07, Word: 1",c,a,,,,dy,qˀ,,,"who,which (relative)",aspectual particle,,,דקא,q),conjunction | adverb,"who,which (relative) | aspectual particle"
mqyym),"Masekhet: 71035, Page: 012, Side: 2, Line: 07, Word: 2",verb Dt,,,,,qwm,,,,to be established,"to be validated, take place in fact","to be preserved, to last",to be present,מקיימא,qwm,verb ethpaal,"to be established | to be validated, take place in fact | to be preserved, to last | to be present"
bl),"Masekhet: 71035, Page: 012, Side: 2, Line: 07, Word: 3",p01,,,,,blˀ,,,,without,,,,בלא,bl),preposition independent,without
"""xlb""","Masekhet: 71035, Page: 012, Side: 2, Line: 07, Word: 4",No data,,,,,,,,,,,,,חלב,None,No data,
l);,"Masekhet: 71035, Page: 012, Side: 2, Line: 07, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא;,l),adverb,"no, not"
)m)y;,"Masekhet: 71035, Page: 012, Side: 2, Line: 09, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אמאי;,)m)y,conjunction,why?
hk),"Masekhet: 71035, Page: 012, Side: 2, Line: 09, Word: 1",a,,,,,hkh,,,,here,,,,הכא,hk),adverb,here
nmy,"Masekhet: 71035, Page: 012, Side: 2, Line: 09, Word: 2",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
l),"Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mqyyM,"Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 1",verb Dt,,,,,qwm,,,,to be established,"to be validated, take place in fact","to be preserved, to last",to be present,מקיים,qwm,verb ethpaal,"to be established | to be validated, take place in fact | to be preserved, to last | to be present"
dl),"Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 2",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
"""pr$"";","Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 3",No data,,,,,,,,,,,,,פרש;,None,No data,
)mry;,"Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 4",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמרי;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
m)y,"Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 5",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
)yry),"Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 6",verb Dt,,,,,ˀry,,,,to be specified,,,,איריא,)ry,verb ethpaal,to be specified
hdyN,"Masekhet: 71035, Page: 012, Side: 2, Line: 10, Word: 7",R,,,,,hdn,,,,this (m.),,,,הדין,hdyn,R,this (m.)
"""pr$""","Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 0",No data,,,,,,,,,,,,,פרש,None,No data,
dmN,"Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 1",p,p01,,,,dy,mn,,,"of, genitive particle",from,,,דמן,mn,preposition | preposition independent,"of, genitive particle | from"
(lm',"Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 2",noun sg. emphatic,,,,,"ˁlm, ˁlmˀ",,,,eternity; world,,,,עלמ',(lm),noun sg. emphatic,eternity; world
q)ty,"Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 3",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,קאתי,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
lh;,"Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 4",p02,,,,,l_,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
)zyl,"Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 5",verb G,,,,,ˀzl,,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",אזיל,)zl,verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
h),"Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 6",P,,,,,hˀ,,,,this (f.),,,,הא,h),P,this (f.)
)ty),"Masekhet: 71035, Page: 012, Side: 2, Line: 11, Word: 7",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,אתיא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
)xryn';,"Masekhet: 71035, Page: 012, Side: 2, Line: 12, Word: 0",R,,,,,ˀwḥrn,,,,other,,,,אחרינ';,)xryn),R,other
l)pwqy,"Masekhet: 71035, Page: 012, Side: 2, Line: 12, Word: 1",p02,verb C,,,,l_,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""dM""","Masekhet: 71035, Page: 012, Side: 2, Line: 12, Word: 2",No data,,,,,,,,,,,,,דם,None,No data,
dmygwpyh,"Masekhet: 71035, Page: 012, Side: 2, Line: 12, Word: 3",c,noun sg. emphatic,,,,dy,"gwp, gwpˀ",,,"who,which (relative)",body,,,דמיגופיה,gwp),conjunction | noun sg. emphatic,"who,which (relative) | body"
hw);,"Masekhet: 71035, Page: 012, Side: 2, Line: 12, Word: 4",P01,,,,,hwˀ,,,,he,,,,הוא;,hw),preposition independent,he
)l),"Masekhet: 71035, Page: 012, Side: 2, Line: 19, Word: 0",c,,,,,ˀlˀ,,,,but rather,,,,אלא,)l),conjunction,but rather
gby,"Masekhet: 71035, Page: 012, Side: 2, Line: 19, Word: 1",p,,,,,"gb, gby",,,,"at the side of, together with",,,,גבי,gby,preposition,"at the side of, together with"
"""mzbx""","Masekhet: 71035, Page: 012, Side: 2, Line: 20, Word: 0",No data,,,,,,,,,,,,,מזבח,None,No data,
ky,"Masekhet: 71035, Page: 012, Side: 2, Line: 20, Word: 1",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
)qd$h,"Masekhet: 71035, Page: 012, Side: 2, Line: 20, Word: 2",verb C,,,,,qdš,,,,to dedicate as untouchable sancta,,,,אקדשה,qd$,verb (h)aphel,to dedicate as untouchable sancta
"""qdw$'","Masekhet: 71035, Page: 012, Side: 2, Line: 20, Word: 3",No data,,,,,,,,,,,,,קדוש',None,No data,
"dmyM""","Masekhet: 71035, Page: 012, Side: 2, Line: 20, Word: 4",No data,,,,,,,,,,,,,דמים,None,No data,
l) )yt,"Masekhet: 71035, Page: 012, Side: 2, Line: 20, Word: 5",V,,,,,"lyt, l)yty",,,,there is/are not,,,,לא אית,lyt,V,there is/are not
bh,"Masekhet: 71035, Page: 012, Side: 2, Line: 20, Word: 6",p02,,,,,b_,,,,"in, with",,,,בה,b_,preposition with pronominal suffix,"in, with"
"""m(ylh"";","Masekhet: 71035, Page: 012, Side: 2, Line: 21, Word: 0",No data,,,,,,,,,,,,,מעילה;,None,No data,
xswry,"Masekhet: 71035, Page: 012, Side: 2, Line: 21, Word: 1",verb D,,,,,ḥsr,,,,to make to lack,to harm,,,חסורי,xsr,verb pael,to make to lack | to harm
myxsr),"Masekhet: 71035, Page: 012, Side: 2, Line: 21, Word: 2",verb D,,,,,ḥsr,,,,to make to lack,to harm,,,מיחסרא,xsr,verb pael,to make to lack | to harm
whky,"Masekhet: 71035, Page: 012, Side: 2, Line: 21, Word: 3",c,X,,,,w_,"hkyn, ˀkyn",,,"and, also","so, thus",,,והכי,hky,conjunction | X,"and, also | so, thus"
