text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
"""nkns","Masekhet: 71028, Page: 048, Side: 1, Line: 04, Word: 2",No data,,,,,,,,,,,,,נכנס,None,No data,
dmN,"Masekhet: 71028, Page: 048, Side: 1, Line: 04, Word: 3",No data,,,,,,,,,,,,,דמן,None,No data,
lpny,"Masekhet: 71028, Page: 048, Side: 1, Line: 04, Word: 4",No data,,,,,,,,,,,,,לפני,None,No data,
"lpnyM""","Masekhet: 71028, Page: 048, Side: 1, Line: 04, Word: 5",No data,,,,,,,,,,,,,לפנים,None,No data,
xbybN,"Masekhet: 71028, Page: 048, Side: 1, Line: 05, Word: 0",A03,,,,,ḥbyb,,,,dear one; uncle,,,,חביבן,xbyb,adjective plural absolute,dear one; uncle
lyh;,"Masekhet: 71028, Page: 048, Side: 1, Line: 05, Word: 1",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
nym),"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,נימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
bh),"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 1",p02,P01,,,,b_,hˀ,,,"in, with",this (f.),,,בהא,h),preposition with pronominal suffix | preposition independent,"in, with | this (f.)"
q),"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 2",a,,,,,qˀ,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
myplgy;,"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 3",verb Gt,,,,,plg,,,,"to be divided, split",to be allotted,to be in doubt,,מיפלגי;,plg,verb ethpeel,"to be divided, split | to be allotted | to be in doubt"
dmr,"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 4",c,noun sg. emphatic,,,,dy,"mr, mrˀ, mˀrˀ",,,"who,which (relative)",a type of spade,,,דמר,mr,conjunction | noun sg. emphatic,"who,which (relative) | a type of spade"
sbr;,"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 5",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר;,sbr,verb peal,to have thoughts | idioms:
hqy$),"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 6",noun sg. emphatic,,,,,"hqyš, hqyšˀ",,,,,,,,הקישא,hyqy$),noun sg. emphatic,
(dyP;,"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 7",A01,,,,,ˁdyp,,,,"better, preferable",,,,עדיף;,(dyp,adjective singular absolute or construct,"better, preferable"
wmr,"Masekhet: 71028, Page: 048, Side: 1, Line: 26, Word: 8",c,noun sg. emphatic,,,,w_,"mr, mrˀ, mˀrˀ",,,"and, also",a type of spade,,,ומר,mr,conjunction | noun sg. emphatic,"and, also | a type of spade"
sbr,"Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 0",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר,sbr,verb peal,to have thoughts | idioms:
"""gzyrh","Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 1",No data,,,,,,,,,,,,,גזירה,None,No data,
"$wh""","Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 2",No data,,,,,,,,,,,,,שוה,None,No data,
(dyp);,"Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 3",A01,,,,,ˁdyp,,,,"better, preferable",,,,עדיפא;,(dyp,adjective singular absolute or construct,"better, preferable"
l);,"Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא;,l),adverb,"no, not"
dkwly (lm),"Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 5",p,noun pl. construct,noun sg. emphatic,,,dy,"kl, klˀ","ˁlm, ˁlmˀ",,"of, genitive particle","all, every",eternity; world,,דכולי עלמא,kl,preposition | noun pl. construct | noun sg. emphatic,"of, genitive particle | all, every | eternity; world"
hqy$),"Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 6",noun sg. emphatic,,,,,"hqyš, hqyšˀ",,,,,,,,הקישא,hyqy$),noun sg. emphatic,
nmy,"Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 7",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
(dyP;,"Masekhet: 71028, Page: 048, Side: 1, Line: 27, Word: 8",A01,,,,,ˁdyp,,,,"better, preferable",,,,עדיף;,(dyp,adjective singular absolute or construct,"better, preferable"
whynw,"Masekhet: 71028, Page: 048, Side: 1, Line: 28, Word: 0",c,P01,,,,w_,hyynw,,,"and, also","this is, that is",,,והינו,hyynw,conjunction | preposition independent,"and, also | this is, that is"
T(myhw,"Masekhet: 71028, Page: 048, Side: 1, Line: 28, Word: 1",noun sg. emphatic,,,,,"ṭˁm, ṭˁmˀ",,,,taste; order,,,,טעמיהו,T(m),noun sg. emphatic,taste; order
drbnN,"Masekhet: 71028, Page: 048, Side: 1, Line: 28, Word: 2",p,N,,,,dy,"rbn, rbnˀ",,,"of, genitive particle","lord, master",,,דרבנן,rbnn,preposition | noun,"of, genitive particle | lord, master"
"""dtxtwN""","Masekhet: 71028, Page: 048, Side: 1, Line: 28, Word: 3",No data,,,,,,,,,,,,,דתחתון,None,No data,
hw),"Masekhet: 71028, Page: 048, Side: 1, Line: 28, Word: 4",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
dgmr,"Masekhet: 71028, Page: 048, Side: 1, Line: 28, Word: 5",c,verb G,,,,dy,gmr,,,trans.,intrans.,,,דגמר,gmr,conjunction | verb peal,trans. | intrans.
"""m(lywN","Masekhet: 71028, Page: 048, Side: 1, Line: 29, Word: 0",No data,,,,,,,,,,,,,מעליון,None,No data,
lksP,"Masekhet: 71028, Page: 048, Side: 1, Line: 29, Word: 1",No data,,,,,,,,,,,,,לכסף,None,No data,
"$qlyM""","Masekhet: 71028, Page: 048, Side: 1, Line: 29, Word: 2",No data,,,,,,,,,,,,,שקלים,None,No data,
"""l)","Masekhet: 71028, Page: 048, Side: 1, Line: 29, Word: 3",No data,,,,,,,,,,,,,לא,None,No data,
yh),"Masekhet: 71028, Page: 048, Side: 1, Line: 29, Word: 4",No data,,,,,,,,,,,,,יהא,None,No data,
spyqw,"Masekhet: 71028, Page: 048, Side: 1, Line: 29, Word: 5",No data,,,,,,,,,,,,,ספיקו,None,No data,
h),"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 0",P,,,,,hˀ,,,,this (f.),,,,הא,h),P,this (f.)
nyx),"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 1",A01,,,,,nyḥ,,,,calm; easy,,,,ניחא,nyx,adjective singular absolute or construct,calm; easy
lm)N,"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 2",p03,P01,,,,l_,mn,,,"to, for",who?,,,למאן,m)n,preposition proclitic | preposition independent,"to, for | who?"
d)yt,"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 3",c,V,,,,dy,ˀyt,,,"who,which (relative)","there is, exists",,,דאית,)yt,conjunction | V,"who,which (relative) | there is, exists"
lyh,"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 4",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
"""z)t","Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 5",No data,,,,,,,,,,,,,זאת,None,No data,
"twrt"";","Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 6",No data,,,,,,,,,,,,,תורת;,None,No data,
lm)N,"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 7",p03,P01,,,,l_,mn,,,"to, for",who?,,,למאן,m)n,preposition proclitic | preposition independent,"to, for | who?"
dl) )yt,"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 8",c,V,,,,dy,"lyt, l)yty",,,"who,which (relative)",there is/are not,,,דלא אית,lyt,conjunction | V,"who,which (relative) | there is/are not"
lyh,"Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 9",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
"""z)t","Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 10",No data,,,,,,,,,,,,,זאת,None,No data,
"twrt"";","Masekhet: 71028, Page: 048, Side: 1, Line: 34, Word: 11",No data,,,,,,,,,,,,,תורת;,None,No data,
m)y,"Masekhet: 71028, Page: 048, Side: 1, Line: 35, Word: 0",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
)yk),"Masekhet: 71028, Page: 048, Side: 1, Line: 35, Word: 1",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
lmymr;,"Masekhet: 71028, Page: 048, Side: 1, Line: 35, Word: 2",p02,verb G,,,,l_,ˀmr,,,to say,to command,to think,idiomatic and special usages:,למימר;,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
slq),"Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 0",verb G,,,,,slq,,,,to go up,to result,to travel,idioms:,סלקא,slq,verb peal,to go up | to result | to travel | idioms:
d(t),"Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 1",noun sg. emphatic,,,,,"dˁt, dˁtˀ",,,,knowledge,,,,דעתא,d(t),noun sg. emphatic,knowledge
)myn);,"Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמינא;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
hw)yl,"Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 3",c,,,,,[hwˀyl w_],,,,since,,,,הואיל,hw)yl,conjunction,since
w)trby,"Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 4",c,verb Dt,,,,w_,rby,,,"to be increased, grow",to be educated,"to be included, to be implied",to be haughty,ואתרבי,rby,conjunction | verb ethpaal,"to be increased, grow | to be educated | to be included, to be implied | to be haughty"
l(nyN,"Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 5",0,,,,,"ˁnyn, ˁnynˀ",,,,"care, matter of concern",,,,לענין,l(nyyn,0,"care, matter of concern"
"""smykh""","Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 6",No data,,,,,,,,,,,,,סמיכה,None,No data,
lytrby,"Masekhet: 71028, Page: 048, Side: 2, Line: 16, Word: 7",verb Dt,,,,,rby,,,,"to be increased, grow",to be educated,"to be included, to be implied",to be haughty,ליתרבי,rby,verb ethpaal,"to be increased, grow | to be educated | to be included, to be implied | to be haughty"
nmy,"Masekhet: 71028, Page: 048, Side: 2, Line: 17, Word: 0",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
l(nyN,"Masekhet: 71028, Page: 048, Side: 2, Line: 17, Word: 1",0,,,,,"ˁnyn, ˁnynˀ",,,,"care, matter of concern",,,,לענין,l(nyyn,0,"care, matter of concern"
"""cpwN"";","Masekhet: 71028, Page: 048, Side: 2, Line: 17, Word: 2",No data,,,,,,,,,,,,,צפון;,None,No data,
tynx,"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 0",verb G,,,,,nwḥ,,,,to rest,to become quiet,to be sated,,תינח,nwx,verb peal,to rest | to become quiet | to be sated
lm)N,"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 1",p03,P01,,,,l_,mn,,,"to, for",who?,,,למאן,m)n,preposition proclitic | preposition independent,"to, for | who?"
dmrby;,"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 2",c,verb D,,,,dy,rby,,,"to raise (children, etc.)","to put forth, to cause to grow",to augment something,,דמרבי;,rby,conjunction | verb pael,"to raise (children, etc.) | to put forth, to cause to grow | to augment something"
lm)N,"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 3",p03,P01,,,,l_,mn,,,"to, for",who?,,,למאן,m)n,preposition proclitic | preposition independent,"to, for | who?"
dl),"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 4",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
mrby,"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 5",verb D,,,,,rby,,,,"to raise (children, etc.)","to put forth, to cause to grow",to augment something,,מרבי,rby,verb pael,"to raise (children, etc.) | to put forth, to cause to grow | to augment something"
m)y,"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 6",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
)yk),"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 7",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
lmymr;,"Masekhet: 71028, Page: 048, Side: 2, Line: 18, Word: 8",p02,verb G,,,,l_,ˀmr,,,to say,to command,to think,idiomatic and special usages:,למימר;,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
lm)N,"Masekhet: 71028, Page: 048, Side: 2, Line: 20, Word: 0",p03,P01,,,,l_,mn,,,"to, for",who?,,,למאן,m)n,preposition proclitic | preposition independent,"to, for | who?"
dmrby,"Masekhet: 71028, Page: 048, Side: 2, Line: 20, Word: 1",c,verb D,,,,dy,rby,,,"to raise (children, etc.)","to put forth, to cause to grow",to augment something,,דמרבי,rby,conjunction | verb pael,"to raise (children, etc.) | to put forth, to cause to grow | to augment something"
nmy;,"Masekhet: 71028, Page: 048, Side: 2, Line: 20, Word: 2",a,,,,,nmy,,,,also,,,,נמי;,nmy,adverb,also
lm)y,"Masekhet: 71028, Page: 048, Side: 2, Line: 20, Word: 3",p03,P01,,,,l_,mˀy,,,"to, for",what,,,למאי,m)y,preposition proclitic | preposition independent,"to, for | what"
d)trby,"Masekhet: 71028, Page: 048, Side: 2, Line: 20, Word: 4",c,verb Dt,,,,dy,rby,,,"to be increased, grow",to be educated,"to be included, to be implied",to be haughty,דאתרבי,rby,conjunction | verb ethpaal,"to be increased, grow | to be educated | to be included, to be implied | to be haughty"
)trby;,"Masekhet: 71028, Page: 048, Side: 2, Line: 20, Word: 5",verb Dt,,,,,rby,,,,"to be increased, grow",to be educated,"to be included, to be implied",to be haughty,אתרבי;,rby,verb ethpaal,"to be increased, grow | to be educated | to be included, to be implied | to be haughty"
lm)y,"Masekhet: 71028, Page: 048, Side: 2, Line: 21, Word: 0",p03,P01,,,,l_,mˀy,,,"to, for",what,,,למאי,m)y,preposition proclitic | preposition independent,"to, for | what"
dl),"Masekhet: 71028, Page: 048, Side: 2, Line: 21, Word: 1",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
)trby,"Masekhet: 71028, Page: 048, Side: 2, Line: 21, Word: 2",verb Dt,,,,,rby,,,,"to be increased, grow",to be educated,"to be included, to be implied",to be haughty,אתרבי,rby,verb ethpaal,"to be increased, grow | to be educated | to be included, to be implied | to be haughty"
l),"Masekhet: 71028, Page: 048, Side: 2, Line: 21, Word: 3",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
)trb?y?;,"Masekhet: 71028, Page: 048, Side: 2, Line: 21, Word: 4",verb Dt,,,,,rby,,,,"to be increased, grow",to be educated,"to be included, to be implied",to be haughty,אתרבי;,rby,verb ethpaal,"to be increased, grow | to be educated | to be included, to be implied | to be haughty"
d)y,"Masekhet: 71028, Page: 048, Side: 2, Line: 22, Word: 0",c,c,,,,dy,ˀy,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
l),"Masekhet: 71028, Page: 048, Side: 2, Line: 22, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
tym),"Masekhet: 71028, Page: 048, Side: 2, Line: 22, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,תימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
hky,"Masekhet: 71028, Page: 048, Side: 2, Line: 22, Word: 3",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
"""smykh""","Masekhet: 71028, Page: 048, Side: 2, Line: 22, Word: 4",No data,,,,,,,,,,,,,סמיכה,None,No data,
gwph,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 0",noun sg. emphatic,,,,,"gwp, gwpˀ",,,,body,,,,גופה,gwp),noun sg. emphatic,body
l$twq,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 1",verb G,,,,,štq,,,,to be quiet,+,: to lack,to quiet (trans.),לשתוק,$tq,verb peal,to be quiet | + | : to lack | to quiet (trans.)
qr),"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 2",noun sg. emphatic,,,,,"qry, qryˀ",,,,crying; reading,,,,קרא,qr),noun sg. emphatic,crying; reading
mynh,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 3",p02,,,,,mn,,,,from,,,,מינה,mn,preposition with pronominal suffix,from
wtyty,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 4",c,verb G,,,,w_,ˀty,,,to come,to occur; w.,: to befall,to be fitting,ותיתי,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
"""bmh","Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 5",No data,,,,,,,,,,,,,במה,None,No data,
"mcynw""","Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 6",No data,,,,,,,,,,,,,מצינו,None,No data,
w(wd,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 7",c,a,,,,w_,ˁwd,,,"and, also",still; again,,,ועוד,(wd,conjunction | adverb,"and, also | still; again"
"""smykh""","Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 8",No data,,,,,,,,,,,,,סמיכה,None,No data,
gwph,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 9",noun sg. emphatic,,,,,"gwp, gwpˀ",,,,body,,,,גופה,gwp),noun sg. emphatic,body
tyty,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 10",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,תיתי,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
"""mbnyN","Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 11",No data,,,,,,,,,,,,,מבנין,None,No data,
")b""","Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 12",No data,,,,,,,,,,,,,אב,None,No data,
..;,"Masekhet: 71028, Page: 048, Side: 2, Line: 23, Word: 13",No data,,,,,,,,,,,,,;,None,No data,
htM,"Masekhet: 71028, Page: 049, Side: 1, Line: 04, Word: 0",a,,,,,htm,,,,there,,,,התם,htm,adverb,there
m$wM,"Masekhet: 71028, Page: 049, Side: 1, Line: 04, Word: 1",c,,,,,mšwm,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
dl),"Masekhet: 71028, Page: 049, Side: 1, Line: 04, Word: 2",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
)lym),"Masekhet: 71028, Page: 049, Side: 1, Line: 04, Word: 3",A01,,,,,ˀlym,,,,strong; thick,,,,אלימא,)lym,adjective singular absolute or construct,strong; thick
qdw$tyh,"Masekhet: 71028, Page: 049, Side: 1, Line: 05, Word: 0",noun sg. emphatic,,,,,"qdwšh, qwdštˀ",,,,sanctity,,,,קדושתיה,qdw$t),noun sg. emphatic,sanctity
lmytps,"Masekhet: 71028, Page: 049, Side: 1, Line: 05, Word: 1",p02,verb G,,,,l_,tps,,,"to grab, seize",to be valid,to take possession,,למיתפס,tps,preposition with pronominal suffix | verb peal,"to grab, seize | to be valid | to take possession"
"""pdywnh"";","Masekhet: 71028, Page: 049, Side: 1, Line: 05, Word: 2",No data,,,,,,,,,,,,,פדיונה;,None,No data,
wh)yy,"Masekhet: 71028, Page: 049, Side: 1, Line: 19, Word: 0",c,P01,,,,w_,hˀy,,,"and, also",this,,,והאיי,h)y,conjunction | preposition independent,"and, also | this"
lhky,"Masekhet: 71028, Page: 049, Side: 1, Line: 19, Word: 1",p03,X,,,,l_,"hkyn, ˀkyn",,,"to, for","so, thus",,,להכי,hky,preposition proclitic | X,"to, for | so, thus"
hw),"Masekhet: 71028, Page: 049, Side: 1, Line: 19, Word: 2",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
d)t);,"Masekhet: 71028, Page: 049, Side: 1, Line: 19, Word: 3",c,verb G,,,,dy,ˀty,,,to come,to occur; w.,: to befall,to be fitting,דאתא;,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
myb(y,"Masekhet: 71028, Page: 049, Side: 1, Line: 20, Word: 0",verb Gt,,,,,bˁy,,,,to be sought,"to be necessary, required",to ask one another,,מיבעי,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
ly,"Masekhet: 71028, Page: 049, Side: 1, Line: 20, Word: 1",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
lky dtny),"Masekhet: 71028, Page: 049, Side: 1, Line: 20, Word: 2",p03,verb G,,,,l_,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,לכי דתניא,tny,preposition proclitic | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
""")M","Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 0",No data,,,,,,,,,,,,,אם,None,No data,
"kN""","Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 1",No data,,,,,,,,,,,,,כן,None,No data,
nyktwb,"Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 2",verb G,,,,,ktb,,,,to write,to draw,,,ניכתוב,ktb,verb peal,to write | to draw
rxmn),"Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 3",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמנא,rxmn),noun sg. emphatic,merciful
h)yy,"Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 4",P01,,,,,hˀy,,,,this,,,,האיי,h)y,preposition independent,this
wl),"Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 5",c,a,,,,w_,lˀ,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
b)(y,"Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 6",verb G,,,,,bˁy,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,באעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
h)yyK;,"Masekhet: 71028, Page: 049, Side: 1, Line: 33, Word: 7",P,,,,,hˀyk,,,,that (m.),,,,האייך;,h)yk,P,that (m.)
)yhw,"Masekhet: 71028, Page: 049, Side: 1, Line: 35, Word: 0",P01,,,,,ˀyhw,,,,he,,,,איהו,)yhw,preposition independent,he
hw),"Masekhet: 71028, Page: 049, Side: 1, Line: 35, Word: 1",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
dl),"Masekhet: 71028, Page: 049, Side: 1, Line: 35, Word: 2",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
gmr,"Masekhet: 71028, Page: 049, Side: 1, Line: 35, Word: 3",verb G,,,,,gmr,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
mkllyh,"Masekhet: 71028, Page: 049, Side: 1, Line: 35, Word: 4",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,מכלליה,kll),noun sg. emphatic,general rule
)bl,"Masekhet: 71028, Page: 049, Side: 1, Line: 35, Word: 5",No data,,,,,,,,,,,,,אבל,None,No data,
kllyh,"Masekhet: 71028, Page: 049, Side: 2, Line: 01, Word: 0",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,כלליה,kll),noun sg. emphatic,general rule
gmr,"Masekhet: 71028, Page: 049, Side: 2, Line: 01, Word: 1",verb G,,,,,gmr,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
mnyh,"Masekhet: 71028, Page: 049, Side: 2, Line: 01, Word: 2",p02,,,,,mn,,,,from,,,,מניה,mn,preposition with pronominal suffix,from
"""lcpwN""","Masekhet: 71028, Page: 049, Side: 2, Line: 01, Word: 3",No data,,,,,,,,,,,,,לצפון,None,No data,
$pyr;,"Masekhet: 71028, Page: 049, Side: 2, Line: 01, Word: 4",A01,,,,,špyr,,,,beautiful,,,,שפיר;,$pyr,adjective singular absolute or construct,beautiful
)l),"Masekhet: 71028, Page: 049, Side: 2, Line: 01, Word: 5",c,,,,,ˀlˀ,,,,but rather,,,,אלא,)l),conjunction,but rather
)y,"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 0",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
sb^y^r),"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 1",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבירא,sbr,verb peal,to have thoughts | idioms:
lN,"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 2",p02,,,,,l_,,,,"to, for",,,,לן,l_,preposition with pronominal suffix,"to, for"
dl),"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 3",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
hw),"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 4",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
gmr,"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 5",verb G,,,,,gmr,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
mkllyh,"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 6",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,מכלליה,kll),noun sg. emphatic,general rule
wl),"Masekhet: 71028, Page: 049, Side: 2, Line: 02, Word: 7",c,a,,,,w_,lˀ,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
kllyh,"Masekhet: 71028, Page: 049, Side: 2, Line: 03, Word: 0",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,כלליה,kll),noun sg. emphatic,general rule
gmr,"Masekhet: 71028, Page: 049, Side: 2, Line: 03, Word: 1",verb G,,,,,gmr,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
mnyh;,"Masekhet: 71028, Page: 049, Side: 2, Line: 03, Word: 2",p02,,,,,mn,,,,from,,,,מניה;,mn,preposition with pronominal suffix,from
h)yy,"Masekhet: 71028, Page: 049, Side: 2, Line: 03, Word: 3",P01,,,,,hˀy,,,,this,,,,האיי,h)y,preposition independent,this
lgwpyh,"Masekhet: 71028, Page: 049, Side: 2, Line: 03, Word: 4",p03,noun sg. emphatic,,,,l_,"gwp, gwpˀ",,,"to, for",body,,,לגופיה,gwp),preposition proclitic | noun sg. emphatic,"to, for | body"
cryK,"Masekhet: 71028, Page: 049, Side: 2, Line: 03, Word: 5",A01,,,,,ṣryk,,,,poor; needy,,,,צריך,cryk,adjective singular absolute or construct,poor; needy
wh)yy,"Masekhet: 71028, Page: 049, Side: 2, Line: 03, Word: 6",c,P01,,,,w_,hˀy,,,"and, also",this,,,והאיי,h)y,conjunction | preposition independent,"and, also | this"
